id,sessionId,stage,LoRA,RAG,Random,T2B,bestClip,LoRA_pred,RAG_pred,Random_pred,T2B_pred,promptId,LoRA_pred_floor,RAG_pred_floor,Random_pred_floor,T2B_pred_floor,LoRA_score,RAG_score,Random_score,T2B_score
1,1,1,0,0,1,0,3,[-0.41  1.66],[2.58 0.  ],[-1.95 -5.36],[3.22 3.73],16,"[-0.5, 1.5]","[2.5, 0.5]","[-1.5, -5.5]","[3.5, 3.5]",0.0,0.0,1.5,0.0
2,1,2,0,0,0,0,5,[-2.03  1.36],[ 3.66 -2.34],[ 1.08 -5.06],[0.  5.4],15,"[-2.5, 1.5]","[3.5, -2.5]","[1.5, -5.5]","[0.5, 5.5]",0.0,0.0,0.0,0.0
3,1,3,1,1,0,0,1,[-0.01  0.19],[2.88 1.56],[5.82 1.25],[4.74 3.07],8,"[-0.5, 0.5]","[2.5, 1.5]","[5.5, 1.5]","[4.5, 3.5]",1.5,1.0,0.0,0.0
4,1,4,0,0,1,0,3,[-1.5   0.09],[ 3.66 -2.34],[3.43 5.94],[-0.  -4.2],3,"[-1.5, 0.5]","[3.5, -2.5]","[3.5, 5.5]","[0.5, -4.5]",0.0,0.0,1.5,0.0
5,1,5,1,0,0,0,1,[-2.09  4.43],[-4.02  3.48],[-0.64  2.5 ],[-3.78 -2.35],9,"[-2.5, 4.5]","[-4.5, 3.5]","[-0.5, 2.5]","[-3.5, -2.5]",1.5,0.0,0.0,0.0
6,1,6,0,0,0,0,5,[0.38 2.18],[-1.86  1.26],[ 2.26 -3.45],[-2.57 -4.09],12,"[0.5, 2.5]","[-1.5, 1.5]","[2.5, -3.5]","[-2.5, -4.5]",0.0,0.0,0.0,0.0
7,1,7,0,1,1,1,5,[ 3.59 -1.69],[-2.34  3.96],[-3.12  1.9 ],[2.81 4.41],10,"[3.5, -1.5]","[-2.5, 3.5]","[-3.5, 1.5]","[2.5, 4.5]",0.0,1.0,1.0,1.0
8,1,8,0,0,0,1,4,[4.34 0.34],[0.18 5.16],[-2.24  1.59],[-3.78 -2.35],22,"[4.5, 0.5]","[0.5, 5.5]","[-2.5, 1.5]","[-3.5, -2.5]",0.0,0.0,0.0,1.5
9,2,1,0,0,0,1,5,[1.64 2.13],[1.86 6.  ],[-2.59 -0.31],[1.96 4.64],13,"[1.5, 2.5]","[1.5, 5.5]","[-2.5, -0.5]","[1.5, 4.5]",0.0,0.0,0.0,1.0
10,1,9,0,0,0,0,5,[3.69 0.11],[-1.32  2.28],[ 0.9  -0.72],[1.64 5.02],5,"[3.5, 0.5]","[-1.5, 2.5]","[0.5, -0.5]","[1.5, 5.5]",0.0,0.0,0.0,0.0
11,2,2,1,0,1,0,5,[5.98 0.19],[2.94 2.64],[3.17 4.38],[2.57 4.09],17,"[5.5, 0.5]","[2.5, 2.5]","[3.5, 4.5]","[2.5, 4.5]",1.0,0.0,1.0,0.0
12,1,10,0,0,0,1,4,[2.16 2.04],[-3.   3.3],[-2.22  3.58],[1.79 4.33],20,"[2.5, 2.5]","[-2.5, 3.5]","[-2.5, 3.5]","[1.5, 4.5]",0.0,0.0,0.0,1.5
13,1,11,0,1,0,0,2,[1.58 0.44],[3.54 4.8 ],[3.82 0.02],[5.1  3.38],25,"[1.5, 0.5]","[3.5, 4.5]","[3.5, 0.5]","[5.5, 3.5]",0.0,1.5,0.0,0.0
14,2,3,0,0,0,0,5,[ 5.31 -4.84],[ 6. -6.],[ 4.97 -1.97],[-3.07 -4.74],11,"[5.5, -4.5]","[5.5, -5.5]","[4.5, -1.5]","[-3.5, -4.5]",0.0,0.0,0.0,0.0
15,1,12,1,1,1,0,5,[-0.44  1.63],[1.14 3.3 ],[-5.86 -3.25],[2.57 4.09],13,"[-0.5, 1.5]","[1.5, 3.5]","[-5.5, -3.5]","[2.5, 4.5]",1.0,1.0,1.0,0.0
16,1,13,0,0,0,0,5,[5.52 1.66],[5.1 5.1],[ 3.55 -3.96],[1.49 4.71],0,"[5.5, 1.5]","[5.5, 5.5]","[3.5, -3.5]","[1.5, 4.5]",0.0,0.0,0.0,0.0
17,2,4,1,0,0,1,5,[3.59 0.11],[2.46 2.88],[ 0.44 -5.15],[-1.1   5.07],4,"[3.5, 0.5]","[2.5, 2.5]","[0.5, -5.5]","[-1.5, 5.5]",1.0,0.0,0.0,1.0
18,1,14,0,0,0,1,4,[ 1.14 -1.64],[3.3  2.88],[-0.06  1.84],[-0.  -4.2],1,"[1.5, -1.5]","[3.5, 2.5]","[-0.5, 1.5]","[0.5, -4.5]",0.0,0.0,0.0,1.5
19,2,5,1,1,1,1,5,[-2.01 -1.44],[-5.   1.5],[ 3.96 -5.21],[-0. -3.],24,"[-2.5, -1.5]","[-4.5, 1.5]","[3.5, -5.5]","[0.5, -2.5]",1.0,1.0,1.0,1.0
20,1,15,1,1,1,1,5,[ 4.27 -1.67],[-2.76  0.  ],[-5.54 -5.02],[3.38 5.1 ],23,"[4.5, -1.5]","[-2.5, 0.5]","[-5.5, -5.5]","[3.5, 5.5]",1.0,1.0,1.0,1.0
21,1,16,0,0,0,0,5,[0.14 2.2 ],[3.54 1.92],[0.63 1.48],[1.64 5.02],28,"[0.5, 2.5]","[3.5, 1.5]","[0.5, 1.5]","[1.5, 5.5]",0.0,0.0,0.0,0.0
22,2,6,0,0,0,0,5,[-1.37  0.2 ],[3.66 0.42],[-0.77 -0.72],[-3.2  -1.94],21,"[-1.5, 0.5]","[3.5, 0.5]","[-0.5, -0.5]","[-3.5, -1.5]",0.0,0.0,0.0,0.0
23,2,7,0,0,0,1,4,[-0.04  1.09],[ 2.34 -0.42],[-5.03  0.72],[-0.  -4.8],3,"[-0.5, 1.5]","[2.5, -0.5]","[-5.5, 0.5]","[0.5, -4.5]",0.0,0.0,0.0,1.5
24,1,17,0,1,0,0,2,[1.   0.07],[-1.56  1.26],[5.2  1.93],[2.57 4.09],18,"[1.5, 0.5]","[-1.5, 1.5]","[5.5, 1.5]","[2.5, 4.5]",0.0,1.5,0.0,0.0
25,2,8,0,0,0,0,5,[-0.14  0.14],[3.3  3.66],[5.8  4.81],[-1.94  3.2 ],29,"[-0.5, 0.5]","[3.5, 3.5]","[5.5, 4.5]","[-1.5, 3.5]",0.0,0.0,0.0,0.0
26,3,1,1,1,0,0,2,[3.69 1.54],[2.58 3.24],[-5.41  3.18],[0.  5.1],18,"[3.5, 1.5]","[2.5, 3.5]","[-5.5, 3.5]","[0.5, 5.5]",1.0,1.5,0.0,0.0
27,1,18,1,0,0,1,1,[0.34 1.81],[-3.54  3.78],[-2.45  1.77],[0.  5.4],26,"[0.5, 1.5]","[-3.5, 3.5]","[-2.5, 1.5]","[0.5, 5.5]",1.5,0.0,0.0,1.0
28,2,9,0,0,0,0,5,[5.54 1.46],[0.78 3.06],[ 1.16 -2.52],[1.21 5.37],28,"[5.5, 1.5]","[0.5, 3.5]","[1.5, -2.5]","[1.5, 5.5]",0.0,0.0,0.0,0.0
29,1,19,1,1,1,1,5,[4.74 0.2 ],[3.3  3.18],[-5.31  5.6 ],[-2.35 -3.78],7,"[4.5, 0.5]","[3.5, 3.5]","[-5.5, 5.5]","[-2.5, -3.5]",1.0,1.0,1.0,1.0
30,1,20,0,0,0,1,4,[-1.33  0.24],[0.18 1.98],[-3.03 -4.32],[-3.07 -4.74],14,"[-1.5, 0.5]","[0.5, 1.5]","[-3.5, -4.5]","[-3.5, -4.5]",0.0,0.0,0.0,1.5
31,2,10,1,0,0,1,5,[3.96 1.63],[3.84 1.38],[4.37 4.94],[1.96 4.64],18,"[3.5, 1.5]","[3.5, 1.5]","[4.5, 4.5]","[1.5, 4.5]",1.0,0.0,0.0,1.0
32,1,21,0,0,0,0,5,[ 3.63 -0.03],[2.46 2.7 ],[2.91 4.39],[3.07 4.74],27,"[3.5, -0.5]","[2.5, 2.5]","[2.5, 4.5]","[3.5, 4.5]",0.0,0.0,0.0,0.0
33,2,11,1,1,0,1,4,[0.74 0.33],[ 6.   -1.74],[2.32 3.94],[-4.74 -3.07],22,"[0.5, 0.5]","[5.5, -1.5]","[2.5, 3.5]","[-4.5, -3.5]",1.0,1.0,0.0,1.5
34,1,22,0,0,0,0,5,[ 5.31 -4.8 ],[ 3.54 -2.22],[ 0.06 -2.28],[-3.07 -4.74],11,"[5.5, -4.5]","[3.5, -2.5]","[0.5, -2.5]","[-3.5, -4.5]",0.0,0.0,0.0,0.0
35,3,2,1,1,0,1,4,[-2.09  1.83],[5.1 5.1],[ 4.37 -3.95],[1.21 5.37],0,"[-2.5, 1.5]","[5.5, 5.5]","[4.5, -3.5]","[1.5, 5.5]",1.0,1.0,0.0,1.5
36,1,23,0,0,0,0,5,[3.79 0.33],[0.78 0.3 ],[ 1.23 -4.44],[-1.58  2.64],29,"[3.5, 0.5]","[0.5, 0.5]","[1.5, -4.5]","[-1.5, 2.5]",0.0,0.0,0.0,0.0
37,2,12,1,1,1,1,5,[0.19 2.08],[0.12 1.8 ],[ 1.65 -3.44],[-4.8  0. ],5,"[0.5, 2.5]","[0.5, 1.5]","[1.5, -3.5]","[-4.5, 0.5]",1.0,1.0,1.0,1.0
38,1,24,1,1,1,1,5,[4.33 1.41],[-3.   3.3],[ 1.84 -4.32],[2.57 4.09],4,"[4.5, 1.5]","[-2.5, 3.5]","[1.5, -4.5]","[2.5, 4.5]",1.0,1.0,1.0,1.0
39,3,3,0,0,0,1,4,[3.36 2.36],[1.68 1.2 ],[-3.53  3.14],[-4.8  0. ],10,"[3.5, 2.5]","[1.5, 1.5]","[-3.5, 3.5]","[-4.5, 0.5]",0.0,0.0,0.0,1.5
40,2,13,0,0,0,0,5,[0.02 1.63],[-0.24 -0.24],[-1.46  4.28],[-5.1  0. ],12,"[0.5, 1.5]","[-0.5, -0.5]","[-1.5, 4.5]","[-5.5, 0.5]",0.0,0.0,0.0,0.0
41,1,25,1,0,0,0,1,[3.89 1.89],[0.12 3.72],[-5.87  4.43],[-1.24 -2.1 ],6,"[3.5, 1.5]","[0.5, 3.5]","[-5.5, 4.5]","[-1.5, -2.5]",1.5,0.0,0.0,0.0
42,2,14,1,1,1,1,5,[-1.63  1.71],[ 2.76 -3.42],[-1.2  -4.14],[3.07 4.74],19,"[-1.5, 1.5]","[2.5, -3.5]","[-1.5, -4.5]","[3.5, 4.5]",1.0,1.0,1.0,1.0
43,1,26,0,0,0,0,5,[ 0.14 -1.48],[-3.84  3.78],[-0.19  1.99],[-0.  -4.2],24,"[0.5, -1.5]","[-3.5, 3.5]","[-0.5, 1.5]","[0.5, -4.5]",0.0,0.0,0.0,0.0
44,2,15,1,1,0,1,5,[-2.14  0.94],[4.26 0.54],[ 2.21 -3.02],[0.56 5.09],15,"[-2.5, 0.5]","[4.5, 0.5]","[2.5, -3.5]","[0.5, 5.5]",1.0,1.0,0.0,1.0
45,1,27,0,1,1,0,5,[1.06 2.18],[4.5  2.16],[ 4.76 -3.33],[-5.1  0. ],19,"[1.5, 2.5]","[4.5, 2.5]","[4.5, -3.5]","[-5.5, 0.5]",0.0,1.0,1.0,0.0
46,3,4,1,1,0,0,2,[ 1.5  -0.43],[2.7  5.34],[ 1.67 -2.95],[-2.57 -4.09],14,"[1.5, -0.5]","[2.5, 5.5]","[1.5, -2.5]","[-2.5, -4.5]",1.0,1.5,0.0,0.0
47,1,28,0,0,0,0,5,[ 4.5  -4.48],[2.76 3.12],[-4.43  0.01],[-0.  -5.1],21,"[4.5, -4.5]","[2.5, 3.5]","[-4.5, 0.5]","[0.5, -5.5]",0.0,0.0,0.0,0.0
48,2,16,0,1,1,0,3,[3.44 2.36],[ 5.04 -0.24],[-2.17 -0.01],[3.07 4.74],25,"[3.5, 2.5]","[5.5, -0.5]","[-2.5, -0.5]","[3.5, 4.5]",0.0,1.0,1.5,0.0
49,1,29,0,0,0,0,5,[1.83 0.16],[4.68 4.56],[ 2.09 -4.13],[1.1  5.07],17,"[1.5, 0.5]","[4.5, 4.5]","[2.5, -4.5]","[1.5, 5.5]",0.0,0.0,0.0,0.0
50,2,17,0,0,0,0,5,[2.14 1.14],[-1.32  2.28],[-0.61 -4.45],[1.1  5.07],20,"[2.5, 1.5]","[-1.5, 2.5]","[-0.5, -4.5]","[1.5, 5.5]",0.0,0.0,0.0,0.0
51,3,5,1,1,0,0,2,[0.64 1.64],[4.8 0. ],[-6.   -4.86],[4.76 1.01],25,"[0.5, 1.5]","[4.5, 0.5]","[-5.5, -4.5]","[4.5, 1.5]",1.0,1.5,0.0,0.0
52,2,18,0,1,0,1,5,[-1.94  2.44],[2.7  5.34],[-4.71 -5.21],[-5.1  0. ],6,"[-1.5, 2.5]","[2.5, 5.5]","[-4.5, -5.5]","[-5.5, 0.5]",0.0,1.0,0.0,1.0
53,9,1,0,0,0,0,5,[0.38 1.94],[0.72 3.  ],[-5.18  1.56],[1.64 5.02],26,"[0.5, 1.5]","[0.5, 3.5]","[-5.5, 1.5]","[1.5, 5.5]",0.0,0.0,0.0,0.0
54,3,6,0,1,0,1,4,[4.42 0.48],[ 3.66 -2.34],[4.72 4.83],[3.07 4.74],8,"[4.5, 0.5]","[3.5, -2.5]","[4.5, 4.5]","[3.5, 4.5]",0.0,1.0,0.0,1.5
55,2,19,1,1,0,1,5,[3.63 0.16],[2.34 2.16],[-2.2  -4.03],[0.84 4.16],7,"[3.5, 0.5]","[2.5, 2.5]","[-2.5, -4.5]","[0.5, 4.5]",1.0,1.0,0.0,1.0
56,11,1,0,1,1,1,4,[1.86 1.51],[3.48 0.36],[-0.41  5.47],[-1.1   5.07],10,"[1.5, 1.5]","[3.5, 0.5]","[-0.5, 5.5]","[-1.5, 5.5]",0.0,1.0,1.0,1.5
57,2,20,1,0,1,1,5,[5.56 1.58],[2.88 0.66],[-0.72 -5.2 ],[3.51 4.04],0,"[5.5, 1.5]","[2.5, 0.5]","[-0.5, -5.5]","[3.5, 4.5]",1.0,0.0,1.0,1.0
58,10,1,1,1,1,1,4,[4.91 0.31],[3.48 0.36],[ 0.11 -4.64],[3.83 4.38],19,"[4.5, 0.5]","[3.5, 0.5]","[0.5, -4.5]","[3.5, 4.5]",1.0,1.0,1.0,1.5
59,9,2,1,0,1,0,3,[1.71 1.36],[3.54 1.92],[ 2.99 -4.32],[3.83 4.38],13,"[1.5, 1.5]","[3.5, 1.5]","[2.5, -4.5]","[3.5, 4.5]",1.0,0.0,1.5,0.0
60,13,1,1,1,1,1,3,[4.58 0.1 ],[2.7  5.34],[ 3.26 -3.07],[1.79 4.33],13,"[4.5, 0.5]","[2.5, 5.5]","[3.5, -3.5]","[1.5, 4.5]",1.0,1.0,1.5,1.0
61,2,21,0,0,0,0,5,[0.31 3.59],[4.5 1.5],[-2.53 -5.37],[-2.15 -4.95],9,"[0.5, 3.5]","[4.5, 1.5]","[-2.5, -5.5]","[-2.5, -4.5]",0.0,0.0,0.0,0.0
62,11,2,0,0,0,0,5,[-4.7   0.34],[ 2.7  -0.96],[-4.18 -5.48],[-2.81 -4.41],2,"[-4.5, 0.5]","[2.5, -0.5]","[-4.5, -5.5]","[-2.5, -4.5]",0.0,0.0,0.0,0.0
63,9,3,0,0,1,0,3,[ 1.5  -0.44],[-3.   1.5],[5.55 1.23],[-0.  -3.9],14,"[1.5, -0.5]","[-2.5, 1.5]","[5.5, 1.5]","[0.5, -3.5]",0.0,0.0,1.5,0.0
64,2,22,1,0,1,0,3,[ 1.21 -2.11],[0.24 3.84],[-0.28  3.96],[1.01 4.76],10,"[1.5, -2.5]","[0.5, 3.5]","[-0.5, 3.5]","[1.5, 4.5]",1.0,0.0,1.5,0.0
65,10,2,1,1,1,1,2,[4.86 0.41],[0.18 4.38],[ 5.52 -5.61],[1.64 5.02],13,"[4.5, 0.5]","[0.5, 4.5]","[5.5, -5.5]","[1.5, 5.5]",1.0,1.5,1.0,1.0
66,13,2,1,0,1,1,4,[4.84 0.49],[ 0.96 -1.56],[-2.06  1.69],[-2.46 -2.88],9,"[4.5, 0.5]","[0.5, -1.5]","[-2.5, 1.5]","[-2.5, -2.5]",1.0,0.0,1.0,1.5
67,12,1,1,1,0,1,1,[0.63 1.94],[1.86 6.  ],[ 0.65 -2.14],[1.21 5.37],27,"[0.5, 1.5]","[1.5, 5.5]","[0.5, -2.5]","[1.5, 5.5]",1.5,1.0,0.0,1.0
68,9,4,0,0,0,1,4,[-0.14  0.03],[3.48 2.28],[2.41 5.18],[-2.81 -4.41],29,"[-0.5, 0.5]","[3.5, 2.5]","[2.5, 5.5]","[-2.5, -4.5]",0.0,0.0,0.0,1.5
69,2,23,0,0,0,0,5,[3.31 1.63],[-2.28  2.04],[ 2.5  -5.67],[3.38 5.1 ],23,"[3.5, 1.5]","[-2.5, 2.5]","[2.5, -5.5]","[3.5, 5.5]",0.0,0.0,0.0,0.0
70,11,3,1,1,1,1,3,[ 3.39 -0.31],[-3.  3.],[-2.55 -2.18],[-4.74 -3.07],14,"[3.5, -0.5]","[-2.5, 3.5]","[-2.5, -2.5]","[-4.5, -3.5]",1.0,1.0,1.5,1.0
71,2,24,0,0,0,1,4,[0.44 2.34],[0.54 4.44],[ 3.46 -5.68],[1.79 4.33],26,"[0.5, 2.5]","[0.5, 4.5]","[3.5, -5.5]","[1.5, 4.5]",0.0,0.0,0.0,1.5
72,13,3,1,1,1,1,3,[0.38 2.18],[-3.18  5.64],[ 0.96 -2.63],[-3.78 -2.35],12,"[0.5, 2.5]","[-3.5, 5.5]","[0.5, -2.5]","[-3.5, -2.5]",1.0,1.0,1.5,1.0
73,9,5,0,0,0,1,4,[-1.61  1.8 ],[4.38 1.5 ],[ 2.15 -1.08],[3.07 4.74],0,"[-1.5, 1.5]","[4.5, 1.5]","[2.5, -1.5]","[3.5, 4.5]",0.0,0.0,0.0,1.5
74,10,3,1,1,0,1,2,[3.44 2.34],[1.86 6.  ],[-0.93 -0.48],[2.4  4.54],10,"[3.5, 2.5]","[1.5, 5.5]","[-0.5, -0.5]","[2.5, 4.5]",1.0,1.5,0.0,1.0
75,2,25,0,0,0,0,5,[4.23 1.63],[2.34 2.16],[-5.44 -1.62],[2.64 1.58],16,"[4.5, 1.5]","[2.5, 2.5]","[-5.5, -1.5]","[2.5, 1.5]",0.0,0.0,0.0,0.0
76,11,4,1,1,1,0,3,[3.36 2.14],[0.72 3.  ],[5.21 4.44],[2.15 4.95],5,"[3.5, 2.5]","[0.5, 3.5]","[5.5, 4.5]","[2.5, 4.5]",1.0,1.0,1.5,0.0
77,13,4,0,0,0,0,5,[3.71 0.58],[ 1.68 -3.06],[-2.37  3.92],[-0.  -4.8],21,"[3.5, 0.5]","[1.5, -3.5]","[-2.5, 3.5]","[0.5, -4.5]",0.0,0.0,0.0,0.0
78,9,6,1,0,0,1,4,[4.61 1.64],[-4.62  4.56],[3.74 1.96],[2.19 4.22],4,"[4.5, 1.5]","[-4.5, 4.5]","[3.5, 1.5]","[2.5, 4.5]",1.0,0.0,0.0,1.5
79,2,26,0,0,0,0,5,[ 1.38 -2.79],[3.3  2.88],[-2.49 -4.37],[-2.57 -4.09],14,"[1.5, -2.5]","[3.5, 2.5]","[-2.5, -4.5]","[-2.5, -4.5]",0.0,0.0,0.0,0.0
80,14,1,1,0,0,0,1,[ 3.34 -1.58],[2.76 3.12],[-3.45  4.03],[2.35 3.78],21,"[3.5, -1.5]","[2.5, 3.5]","[-3.5, 4.5]","[2.5, 3.5]",1.5,0.0,0.0,0.0
81,9,7,0,0,1,0,3,[4.24 2.01],[ 1.62 -0.9 ],[-5.83  2.96],[0.  4.8],15,"[4.5, 2.5]","[1.5, -0.5]","[-5.5, 2.5]","[0.5, 4.5]",0.0,0.0,1.5,0.0
82,13,5,0,0,0,0,5,[3.89 1.68],[2.7 3. ],[ 1.7  -2.79],[3.21 3.21],18,"[3.5, 1.5]","[2.5, 3.5]","[1.5, -2.5]","[3.5, 3.5]",0.0,0.0,0.0,0.0
83,12,2,0,0,0,0,5,[ 4.34 -0.04],[2.28 0.12],[-0.21  0.49],[2.81 4.41],23,"[4.5, -0.5]","[2.5, 0.5]","[-0.5, 0.5]","[2.5, 4.5]",0.0,0.0,0.0,0.0
84,10,4,0,0,0,0,5,[ 4.86 -3.69],[-1.5 -2. ],[3.76 5.1 ],[-2.81 -4.41],14,"[4.5, -3.5]","[-1.5, -1.5]","[3.5, 5.5]","[-2.5, -4.5]",0.0,0.0,0.0,0.0
85,2,27,1,1,1,1,5,[-3.43  1.59],[2.34 6.  ],[ 0.74 -0.94],[-0.  -3.6],2,"[-3.5, 1.5]","[2.5, 5.5]","[0.5, -0.5]","[0.5, -3.5]",1.0,1.0,1.0,1.0
86,9,8,0,0,1,0,3,[-0.04  3.81],[-2.4   1.74],[-3.84  2.26],[-2.84 -1.09],6,"[-0.5, 3.5]","[-2.5, 1.5]","[-3.5, 2.5]","[-2.5, -1.5]",0.0,0.0,1.5,0.0
87,13,6,0,0,0,0,5,[5.93 0.17],[ 5.04 -0.24],[-5.02  3.2 ],[-0.  -4.2],3,"[5.5, 0.5]","[5.5, -0.5]","[-5.5, 3.5]","[0.5, -4.5]",0.0,0.0,0.0,0.0
88,9,9,0,0,1,1,4,[ 3.76 -1.53],[2.28 0.18],[-0.46 -4.43],[-1.1   5.07],27,"[3.5, -1.5]","[2.5, 0.5]","[-0.5, -4.5]","[-1.5, 5.5]",0.0,0.0,1.0,1.5
89,14,2,1,0,1,0,3,[-1.94  1.56],[3.3  4.14],[-2.48 -3.26],[-4.2  0. ],5,"[-1.5, 1.5]","[3.5, 4.5]","[-2.5, -3.5]","[-4.5, 0.5]",1.0,0.0,1.5,0.0
90,2,28,1,1,0,0,5,[-1.38  0.36],[ 0.78 -3.96],[-5.    1.88],[-4.13 -4.13],1,"[-1.5, 0.5]","[0.5, -3.5]","[-4.5, 1.5]","[-4.5, -4.5]",1.0,1.0,0.0,0.0
91,13,7,0,0,0,0,5,[-0.04  1.84],[-5.22  1.44],[3.97 4.75],[-3.6  0. ],6,"[-0.5, 1.5]","[-5.5, 1.5]","[3.5, 4.5]","[-3.5, 0.5]",0.0,0.0,0.0,0.0
92,9,10,0,0,1,1,3,[5.41 0.09],[2.28 0.12],[-4.65  0.6 ],[3.07 4.74],23,"[5.5, 0.5]","[2.5, 0.5]","[-4.5, 0.5]","[3.5, 4.5]",0.0,0.0,1.5,1.0
93,12,3,1,1,0,1,4,[-1.86  1.23],[1.68 1.32],[-1.46 -4.23],[0.  5.1],7,"[-1.5, 1.5]","[1.5, 1.5]","[-1.5, -4.5]","[0.5, 5.5]",1.0,1.0,0.0,1.5
94,2,29,0,1,1,1,5,[0.14 0.23],[ 5.34 -1.92],[ 1.49 -4.41],[2.81 4.41],8,"[0.5, 0.5]","[5.5, -1.5]","[1.5, -4.5]","[2.5, 4.5]",0.0,1.0,1.0,1.0
95,10,5,0,1,0,1,4,[3.63 1.3 ],[-0.6   3.78],[ 0.91 -4.23],[4.13 4.13],25,"[3.5, 1.5]","[-0.5, 3.5]","[0.5, -4.5]","[4.5, 4.5]",0.0,1.0,0.0,1.5
96,13,8,0,1,0,0,2,[-3.24  0.11],[4.2  0.96],[ 0.73 -5.65],[1.49 4.71],15,"[-3.5, 0.5]","[4.5, 0.5]","[0.5, -5.5]","[1.5, 4.5]",0.0,1.5,0.0,0.0
97,9,11,0,0,0,1,4,[-1.37  0.01],[2.7  5.34],[ 0.3  -2.17],[1.24 4.1 ],10,"[-1.5, 0.5]","[2.5, 5.5]","[0.5, -2.5]","[1.5, 4.5]",0.0,0.0,0.0,1.5
98,3,7,0,1,0,1,4,[ 3.36 -0.04],[-2.34  3.96],[-5.19  5.13],[-0.  -4.8],24,"[3.5, -0.5]","[-2.5, 3.5]","[-5.5, 5.5]","[0.5, -4.5]",0.0,1.0,0.0,1.5
99,14,3,1,1,0,0,1,[ 5.89 -3.54],[ 0.24 -1.32],[-1.78  3.84],[-2.68 -2.68],1,"[5.5, -3.5]","[0.5, -1.5]","[-1.5, 3.5]","[-2.5, -2.5]",1.5,1.0,0.0,0.0
100,13,9,1,1,1,1,1,[ 0.24 -1.64],[0.6  3.36],[-4.88 -0.75],[4.41 2.81],19,"[0.5, -1.5]","[0.5, 3.5]","[-4.5, -0.5]","[4.5, 2.5]",1.5,1.0,1.0,1.0
101,9,12,0,0,0,0,5,[-1.84  1.83],[2.5 4. ],[-4.84 -1.73],[1.24 4.1 ],17,"[-1.5, 1.5]","[2.5, 4.5]","[-4.5, -1.5]","[1.5, 4.5]",0.0,0.0,0.0,0.0
102,12,4,0,1,0,0,2,[3.74 0.11],[-5.4   2.34],[-4.67 -2.97],[3.07 4.74],4,"[3.5, 0.5]","[-5.5, 2.5]","[-4.5, -2.5]","[3.5, 4.5]",0.0,1.5,0.0,0.0
103,13,10,0,0,0,0,5,[ 3.59 -3.67],[ 3.9 -3.6],[3.04 5.71],[-4.51 -4.51],11,"[3.5, -3.5]","[3.5, -3.5]","[3.5, 5.5]","[-4.5, -4.5]",0.0,0.0,0.0,0.0
104,10,6,0,0,0,0,5,[1.77 1.43],[2.5 2.5],[-4.8   1.88],[-1.94  3.2 ],7,"[1.5, 1.5]","[2.5, 2.5]","[-4.5, 1.5]","[-1.5, 3.5]",0.0,0.0,0.0,0.0
105,14,4,1,0,1,0,4,[1.3  0.34],[1.98 0.42],[4.62 5.5 ],[-0.  -4.8],3,"[1.5, 0.5]","[1.5, 0.5]","[4.5, 5.5]","[0.5, -4.5]",1.0,0.0,1.0,0.5
106,9,13,0,0,0,0,5,[1.68 1.44],[ 3.18 -3.12],[-1.99 -0.84],[0.  5.1],25,"[1.5, 1.5]","[3.5, -3.5]","[-1.5, -0.5]","[0.5, 5.5]",0.0,0.0,0.0,0.0
107,13,11,1,1,1,0,3,[1.88 0.14],[0.12 3.72],[ 1.62 -3.95],[-3.78 -2.35],24,"[1.5, 0.5]","[0.5, 3.5]","[1.5, -3.5]","[-3.5, -2.5]",1.0,1.0,1.5,0.0
108,3,8,0,0,1,1,4,[ 4.34 -1.84],[1.2  3.96],[ 2.83 -1.7 ],[-4.02 -1.63],22,"[4.5, -1.5]","[1.5, 3.5]","[2.5, -1.5]","[-4.5, -1.5]",0.0,0.0,1.0,1.5
109,13,12,0,1,0,0,2,[3.54 1.7 ],[2.46 2.54],[-5.39 -3.74],[1.01 4.76],28,"[3.5, 1.5]","[2.5, 2.5]","[-5.5, -3.5]","[1.5, 4.5]",0.0,1.5,0.0,0.0
110,10,7,0,0,1,0,3,[-2.16 -2.09],[1.98 3.24],[-3.13 -3.26],[-2.81 -4.41],24,"[-2.5, -2.5]","[1.5, 3.5]","[-3.5, -3.5]","[-2.5, -4.5]",0.0,0.0,1.5,0.0
111,9,14,0,0,0,1,4,[-0.11  1.84],[ 0.24 -1.32],[-4.3  -5.35],[-3.2  -1.94],12,"[-0.5, 1.5]","[0.5, -1.5]","[-4.5, -5.5]","[-3.5, -1.5]",0.0,0.0,0.0,1.5
113,12,5,0,1,1,1,2,[-0.94  0.68],[ 5.04 -0.24],[3.59 5.26],[0.  4.8],25,"[-0.5, 0.5]","[5.5, -0.5]","[3.5, 5.5]","[0.5, 4.5]",0.0,1.5,1.0,1.0
114,13,13,0,0,0,0,5,[1.14 0.44],[4.26 3.18],[-2.48  0.48],[0.92 4.46],10,"[1.5, 0.5]","[4.5, 3.5]","[-2.5, 0.5]","[0.5, 4.5]",0.0,0.0,0.0,0.0
115,14,5,1,0,0,1,1,[4.88 1.06],[-5.76  0.24],[1.29 1.85],[-0.  -4.2],24,"[4.5, 1.5]","[-5.5, 0.5]","[1.5, 1.5]","[0.5, -4.5]",1.5,0.0,0.0,1.0
